tickerSymbol,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest
ACABU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp. II,finmb_1760302118,America/New_York,EDT,-14400000,us_market,False,0.0,10.38,REGULAR,1642170600000.0,2,0.0,1679413614,10.38,NasdaqGM,223.0,570.0,0.8199997,0.08577402,9.56 - 11.99,-1.6099997,-0.13427854,9.56,11.99,10.3484,0.0316,0.003053612,10.14495,0.2350502,0.023169182,15,0,False,False,10.38,10.38,10.38 - 10.38,10.38,300.0,10.38,11.43,29.0,11.0,USD,10.38,0.0,,0.0,,-0.284,-36.549294,,,,,,,,,,,,,2022-01-14,,,,,,,,,,,,
ACABW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp. II,finmb_1760302118,America/New_York,EDT,-14400000,us_market,False,3.2258034,0.08,REGULAR,,4,0.0024999976,1679584699,0.0775,NasdaqGS,,,0.0,0.0,0.08 - 0.08,0.0,0.0,0.08,0.08,,,,,,,15,0,False,False,0.08,0.08,0.08 - 0.08,0.08,300.0,0.0,0.08,8.0,29.0,USD,0.08,0.0,,0.0,,0.003,26.666666,,,,,,,,,,,,,2022-03-07,,,,,,,,,,,,
ACAC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Acri Capital Acquisition Corpor,Acri Capital Acquisition Corporation,finmb_1774191321,America/New_York,EDT,-14400000,us_market,False,0.0,10.45,REGULAR,1659965400000.0,2,0.0,1679338223,10.45,NasdaqGM,42472.0,14050.0,0.47999954,0.048144385,9.97 - 10.7,-0.25,-0.023364486,9.97,10.7,10.4064,0.043600082,0.0041897376,10.179427,0.27057266,0.026580343,15,0,False,False,10.45,10.49,10.49 - 10.49,10.49,1.0,10.45,10.49,18.0,8.0,USD,10.49,0.0,,0.0,,-0.158,-66.13924,Acri Capital,,,,,,,,8625000.0,112663536.0,,,,,,,,,,,,,,,
ACACU,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Acri Capital Acquisition Corpor,Acri Capital Acquisition Corporation,finmb_1774191321,America/New_York,EDT,-14400000,us_market,False,0.0,10.44,REGULAR,1654867800000.0,2,0.0,1679578357,10.44,NasdaqGM,6567.0,0.0,1.0003996,0.105979025,9.4396 - 11.6,-1.1600008,-0.10000007,9.4396,11.6,10.381844,0.058156013,0.005601704,10.128559,0.31144047,0.030748744,15,0,False,False,10.44,10.94,10.44 - 10.94,10.44,10.0,10.46,11.49,18.0,12.0,USD,10.94,0.0,,0.0,,-0.158,-66.07594,Acri Capital,,,,,,,,,,,,2022-06-10,,,,,,,,,,,,
ACACW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,,Acri Capital Acquisition Corporation,finmb_1774191321,America/New_York,EDT,-14400000,us_market,False,70.7317,0.07,REGULAR,,4,0.029,1679330686,0.041,NasdaqGM,,,0.0,0.0,0.07 - 0.07,0.0,0.0,0.07,0.07,,,,,,,15,0,False,False,0.07,0.07,0.07 - 0.07,0.07,102.0,0.03,0.07,11.0,31.0,USD,0.07,0.0,,0.0,,-0.135,-0.5185185,Acri Capital,,,,,,,,,,,,,,,,,,,,,,,,
ACAD,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc.,finmb_683713,America/New_York,EDT,-14400000,us_market,False,-0.75675344,18.36,REGULAR,1085664600000.0,2,-0.13999939,1679589598,18.5,NasdaqGS,1559240.0,2669430.0,6.120001,0.50000006,12.24 - 28.06,-9.699999,-0.34568778,12.24,28.06,19.3182,-0.95819855,-0.04960082,16.81835,1.5416508,0.091664806,15,0,False,False,18.36,18.84,18.36 - 18.84,18.36,349360.0,18.46,18.48,8.0,12.0,USD,18.72,0.0,,0.0,-1.25,2.471,7.4301906,ACADIA Pharmaceuticals,,1677533400.0,1683025140.0,1683547200.0,0.05,-0.49,-37.469387,162230000.0,2978542848.0,367.2,2.6 - Hold,,,,,,,,,,,,,
ACAH,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp.,finmb_700683543,America/New_York,EDT,-14400000,us_market,False,0.0,10.07,REGULAR,1619616600000.0,2,0.0,1679587480,10.07,NasdaqCM,221483.0,19710.0,0.34000015,0.03494349,9.73 - 10.75,-0.6800003,-0.06325584,9.73,10.75,10.09084,-0.020840645,-0.0020653033,9.91835,0.15164948,0.015289788,15,0,False,False,10.07,10.43,10.07 - 10.43,10.07,1831.0,10.07,10.1,13.0,270.0,USD,10.07,0.0,167.83333,0.0,0.06,-0.539,-18.682747,Atlantic Coastal,,,,,,,,12157600.0,122427032.0,,,2021-04-26,,,,,,,,,,,,
ACAHU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp.,finmb_700683543,America/New_York,EDT,-14400000,us_market,False,0.0,10.09,REGULAR,1614868200000.0,2,0.0,1679508237,10.09,NasdaqCM,3316.0,2940.0,0.9899998,0.10879118,9.1 - 10.51,-0.42000008,-0.03996195,9.1,10.51,10.0778,0.0122003555,0.001210617,9.92141,0.16859055,0.0169926,15,0,False,False,10.09,10.09,10.08 - 10.09,10.08,803.0,10.06,10.2,29.0,14.0,USD,10.08,0.0,,0.0,-0.005,-0.539,-18.719852,Atlantic Coastal,,,,,,,,,,,,2021-03-04,,,,,,,,,,,,
ACAHW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,,NCM,Atlantic Coastal Acquisition Corp. Warrant,Atlantic Coastal Acquisition Corp.,finmb_700683543,America/New_York,EDT,-14400000,us_market,False,0.0,0.08,REGULAR,,4,0.0,1679497937,0.08,NasdaqCM,,,0.0189,0.30932897,0.0611 - 0.08,0.0,0.0,0.0611,0.08,,,,,,,15,0,False,False,0.08,0.08,0.0611 - 0.08,0.0611,27005.0,,,,,USD,,,,,,,,Atlantic Coastal,,,,,,,,,,,,2021-04-26,,,,,,,,,,,,
ACAQ-UN,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,ASE,Athena Consumer Acquisition Cor,Athena Consumer Acquisition Corp.,finmb_1674545792,America/New_York,EDT,-14400000,us_market,False,0.0,10.82,REGULAR,1634736600000.0,2,0.0,1679578440,10.82,NYSE American,34.0,0.0,0.79999924,0.07984024,10.02 - 10.82,0.0,0.0,10.02,10.82,10.6638,0.15619946,0.014647635,10.261,0.559,0.054478124,15,0,False,False,10.82,10.82,10.77 - 10.82,10.77,2.0,10.52,11.88,10.0,10.0,USD,10.77,0.0,,0.0,,-0.354,-30.56497,Athena Consumer,,,,,,,,0.0,321421088.0,,,,,,,,,,,,,,,
ACAX,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,finmb_1764230983,America/New_York,EDT,-14400000,us_market,False,0.0,10.29,REGULAR,1648128600000.0,2,0.0,1679427927,10.29,NasdaqGM,40552.0,33250.0,0.48999977,0.049999975,9.8 - 10.4,-0.10999966,-0.010576891,9.8,10.4,10.20246,0.08753967,0.008580252,9.987665,0.3023348,0.030270817,15,0,False,False,10.29,10.29,10.29 - 10.29,10.29,21.0,10.28,10.29,8.0,11.0,USD,10.29,0.0,1029.0,0.0,0.01,-0.181,-56.85083,Alset Capital,,,,,,,,9098750.0,115813952.0,,,,,,,,,,,,,,,
ACAXR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,finmb_1764230983,America/New_York,EDT,-14400000,us_market,False,0.0,0.21,REGULAR,,4,0.0,1679504849,0.21,NasdaqGM,,,0.00999999,0.049999952,0.2 - 0.21,0.0,0.0,0.2,0.21,,,,,,,15,0,False,False,0.21,0.21,0.2 - 0.21,0.2,10000.0,0.2,0.23,40.0,12.0,USD,0.2,0.0,,0.0,,0.011,19.090908,Alset Capital,,,,,,,,,,,,,,,,,,,,,,,,
ACAXU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,finmb_1764230983,America/New_York,EDT,-14400000,us_market,False,0.38498518,10.43,REGULAR,1643725800000.0,2,0.03999996,1679579613,10.39,NasdaqGM,993.0,0.0,0.4800005,0.048241258,9.95 - 11.19,-0.7599993,-0.06791772,9.95,11.19,10.38498,0.045020103,0.004335117,10.135495,0.29450512,0.029056806,15,0,False,False,10.43,10.43,10.43 - 10.43,10.43,200.0,10.43,11.44,30.0,11.0,USD,10.43,0.0,,0.0,,-0.181,-57.624313,Alset Capital,,,,,,,,,,,,2022-02-01,,,,,,,,,,,,
ACAXW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,,Alset Capital Acquisition Corp.,finmb_1764230983,America/New_York,EDT,-14400000,us_market,False,0.0,0.0451,REGULAR,,4,0.0,1679428612,0.0451,NasdaqGM,,,0.0,0.0,0.0451 - 0.0451,0.0,0.0,0.0451,0.0451,,,,,,,15,0,False,False,0.0451,0.0451,0.0451 - 0.0451,0.0451,1000.0,0.0451,0.06,30.0,8.0,USD,0.0451,0.0,,0.0,,0.011,4.1,Alset Capital,,,,,,,,,,,,,,,,,,,,,,,,
ACB,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Aurora Cannabis Inc.,Aurora Cannabis Inc.,finmb_272485300,America/New_York,EDT,-14400000,us_market,False,-0.25441706,0.7057,REGULAR,1405431000000.0,4,-0.0018000007,1679589608,0.7075,NasdaqGS,6583877.0,4837440.0,0.049699962,0.07576214,0.656 - 4.56,-3.8543,-0.84524125,0.656,4.56,0.89774,-0.19204003,-0.21391498,1.219705,-0.514005,-0.42141747,15,0,False,False,0.7057,0.7296,0.6941 - 0.7296,0.6941,1026280.0,0.7002,0.7044,12.0,9.0,CAD,0.7198,0.0,,0.0,-5.42,1.639,0.43056738,Aurora Cannabis,1589155200.0,1675980000.0,1683716340.0,1684152000.0,-0.17,-0.28,-2.5203571,340987008.0,240695904.0,-4.1511765,2.9 - Hold,2021-05-25,,,,,,,,,,,,
ACBA,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Ace Global Business Acquisition,Ace Global Business Acquisition Limited,finmb_703759456,America/New_York,EDT,-14400000,us_market,False,0.0,10.82,REGULAR,1622035800000.0,2,0.0,1679588969,10.82,NasdaqCM,13103.0,1310.0,0.6399994,0.062868305,10.18 - 11.77,-0.95000076,-0.08071374,10.18,11.77,10.77696,0.043039322,0.003993642,10.53215,0.28784943,0.027330548,15,0,False,False,10.82,10.83,10.81 - 10.83,10.81,1311.0,10.81,0.0,11.0,9.0,USD,10.81,0.0,,0.0,-0.64,-0.643,-16.827372,Ace Global Business,,,,,,,,6054000.0,65504280.0,,,2021-05-21,,,,,,,,,,,,
ACBAU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Ace Global Business Acquisition,Ace Global Business Acquisition Limited,finmb_703759456,America/New_York,EDT,-14400000,us_market,False,0.09233822,10.84,REGULAR,1617715800000.0,2,0.010000229,1679586781,10.83,NasdaqCM,1788.0,60.0,0.7600002,0.07539685,10.08 - 12.71,-1.8699999,-0.14712824,10.08,12.71,10.75488,0.0851202,0.0079145655,10.50877,0.33123016,0.031519406,15,0,False,False,10.84,10.84,10.77 - 10.84,10.77,1000.0,10.49,10.86,29.0,22.0,USD,10.77,0.0,,0.0,-0.208,-0.643,-16.858477,Ace Global Business,,,,,,,,,,,,2021-04-06,,,,,,,,,,,,
ACBAW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Ace Global Business Acquisition Limited Warrant,Ace Global Business Acquisition Limited,finmb_703759456,America/New_York,EDT,-14400000,us_market,False,0.0,0.0425,REGULAR,,4,0.0,1679586769,0.0425,NasdaqCM,,,0.0,0.0,0.0425 - 0.0425,0.0,0.0,0.0425,0.0425,,,,,,,15,0,False,False,0.0425,0.0425,0.0425 - 0.0425,0.0425,100.0,0.4801,0.5638,11.0,10.0,USD,0.4512,,,,,,,Ace Global Business,,,,,,,,,,,,2021-05-21,,,,,,,,,,,,
ACCD,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Accolade, Inc.","Accolade, Inc.",finmb_84942090,America/New_York,EDT,-14400000,us_market,False,8.737459,13.005,REGULAR,1593610200000.0,2,1.0450001,1679589606,11.96,NasdaqGS,703544.0,551730.0,8.395,1.8210412,4.61 - 19.39,-6.3849993,-0.32929343,4.61,19.39,11.3911,1.6139002,0.1416808,10.1384,2.8666,0.2827468,15,0,False,False,13.005,13.675,12.74 - 13.675,12.74,448640.0,12.83,12.85,13.0,8.0,USD,13.1,0.0,,0.0,-6.99,6.713,1.9372859,Accolade,,1673299800.0,1682506740.0,1682942400.0,-2.01,-6.5,-2.0007691,72786704.0,946591104.0,-6.4701495,2.3 - Buy,2020-07-02,,,,,,,,,,,,
ACDC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,ProFrac Holding Corp.,ProFrac Holding Corp.,finmb_573605615,America/New_York,EDT,-14400000,us_market,False,-5.9130464,10.82,REGULAR,1652448600000.0,2,-0.6800003,1679589584,11.5,NasdaqGS,466735.0,871390.0,0.119999886,0.011214943,10.7 - 27.0,-16.18,-0.59925926,10.7,27.0,20.2536,-9.433599,-0.46577397,20.2074,-9.3874,-0.46455258,15,0,False,False,10.82,11.675,10.7 - 11.675,10.7,714349.0,11.04,11.07,8.0,8.0,USD,11.5,0.0,63.647057,0.0,0.17,-21.023,-0.51467437,ProFrac Holding,,1679412600.0,1679412600.0,1679412600.0,5.66,2.98,3.6308722,54702300.0,614010112.0,1.9116608,2.0 - Buy,,,,,,,,,,,,,
ACDCW,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,ProFrac Holding Corp. Warrant,ProFrac Holding Corp.,finmb_573605615,America/New_York,EDT,-14400000,us_market,False,43.05535,0.0299,REGULAR,,4,0.008998999,1679585042,0.020901,NasdaqGM,,,0.0089,0.42380953,0.021 - 0.0299,0.0,0.0,0.021,0.0299,,,,,,,15,0,False,False,0.0299,0.0299,0.021 - 0.0299,0.021,866.0,0.0,0.0298,8.0,10.0,USD,0.021,0.0,,0.0,,-21.023,-0.0014222517,ProFrac Holding,,,,,,,,,,,,2022-11-02,,,,,,,,,,,,
ACER,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Acer Therapeutics Inc.,Acer Therapeutics Inc.,finmb_254831560,America/New_York,EDT,-14400000,us_market,False,3.6933343,0.7777,REGULAR,1081949400000.0,4,0.027700007,1679589118,0.75,NasdaqCM,535300.0,1068680.0,0.12770003,0.19646159,0.65 - 4.56,-3.7823,-0.82945174,0.65,4.56,2.0668,-1.2891002,-0.62371784,1.74015,-0.96244997,-0.5530845,15,0,False,False,0.7777,0.8141,0.76 - 0.8141,0.76,36417.0,0.77,0.788,22.0,10.0,USD,0.8141,0.0,,0.0,-1.61,-0.746,-1.0424933,Acer Therapeutics,1505952000.0,1668463680.0,1679609880.0,1679696280.0,-0.66,-1.48,-0.525473,21068600.0,17280806.0,-1.1783333,2.0 - Buy,,,,,,,,,,,,,
ACET,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Adicet Bio, Inc.","Adicet Bio, Inc.",finmb_310073311,America/New_York,EDT,-14400000,us_market,False,-1.7558532,5.875,REGULAR,1516977000000.0,2,-0.10500002,1679589583,5.98,NasdaqGM,554761.0,906610.0,0.0149998665,0.002559704,5.86 - 21.87,-15.995001,-0.7313672,5.86,21.87,8.0846,-2.2096004,-0.2733098,13.348475,-7.4734755,-0.55987483,15,0,False,False,5.875,6.16,5.86 - 6.16,5.86,205213.0,5.9,5.91,9.0,18.0,USD,6.04,0.0,,0.0,-1.32,6.806,0.8632089,Adicet Bio,1600214400.0,1678910460.0,1683749400.0,1684181400.0,-2.72,-2.78,-2.1133094,42955000.0,252360624.0,-2.1599264,1.5 - Strong Buy,,,,,,,,,,,,,
ACGL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Arch Capital Group Ltd.,Arch Capital Group Ltd.,finmb_346919,America/New_York,EDT,-14400000,us_market,False,0.9640116,66.505,REGULAR,811085400000.0,2,0.6349945,1679589621,65.87,NasdaqGS,2077474.0,3089620.0,25.454998,0.6200974,41.05 - 72.28,-5.7750015,-0.07989764,41.05,72.28,65.8206,0.68439484,0.010397881,54.101,12.4039955,0.22927478,15,0,False,False,66.505,66.75,65.455 - 66.75,65.455,810630.0,66.49,66.54,8.0,9.0,USD,65.78,0.0,16.794191,0.0,3.96,32.81,2.0269732,Arch Capital,,1676390400.0,1682452800.0,1682971200.0,6.72,5.93,11.215009,371196992.0,24686454784.0,9.896577,1.8 - Buy,,,,,,,,,,,,,
ACGLN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Arch Capital Group Ltd. - Depos,Arch Capital Group Ltd.,finmb_346919,America/New_York,EDT,-14400000,us_market,False,-0.5235622,19.0,REGULAR,1622727000000.0,2,-0.10000038,1679589556,19.1,NasdaqGS,63042.0,62010.0,1.9799995,0.11633369,17.02 - 21.85,-2.8500004,-0.1304348,17.02,21.85,19.3334,-0.33340073,-0.017244805,19.043736,-0.043735504,-0.002296582,15,0,False,False,19.0,19.275,18.92 - 19.275,18.92,14321.0,18.95,19.0,8.0,10.0,USD,19.19,0.0,4.050309,0.0,4.691,32.81,0.5790917,Arch Capital,1680220800.0,,,,,,,,,,,,,,,,,,,,,,,
ACGLO,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Arch Capital Group Ltd. - Depos,Arch Capital Group Ltd.,finmb_346919,America/New_York,EDT,-14400000,us_market,False,0.38375166,22.235,REGULAR,1503322200000.0,2,0.08500099,1679589496,22.15,NasdaqGS,19145.0,19020.0,2.335001,0.117336735,19.9 - 25.23,-2.994999,-0.11870785,19.9,25.23,22.89204,-0.65703964,-0.028701663,22.281454,-0.046453476,-0.0020848494,15,0,False,False,22.235,22.235,21.935 - 22.235,21.935,1965.0,22.0,22.27,10.0,18.0,USD,21.935,0.0,4.739928,0.0,4.691,32.81,0.67768973,,1680220800.0,,,,,,,402939008.0,12964984832.0,,,,,,,,,,,,,,,
ACGN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"Aceragen, Inc.","Aceragen, Inc.",finmb_29643,America/New_York,EDT,-14400000,us_market,False,0.0,2.74,REGULAR,822580200000.0,4,0.0,1679586490,2.74,NasdaqCM,47459.0,19360.0,0.07999992,0.030075159,2.66 - 16.0,-13.26,-0.82875,2.66,16.0,5.1242,-2.3841999,-0.46528238,6.6233,-3.8833,-0.58630896,15,0,False,False,2.74,2.8,2.72 - 2.8,2.72,3270.0,2.76,2.78,10.0,29.0,USD,2.72,0.0,,0.0,-5.3,5.982,0.4580408,Aceragen,1532908800.0,1668459902.0,1680120900.0,1680552900.0,-2.18,-5.95,-0.4605042,8461060.0,23183304.0,-1.2568806,2.0 - Buy,,,,,"Idera Pharmaceuticals, Inc.",2023-03-22,,,,,,,
ACHC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc.",finmb_26259736,America/New_York,EDT,-14400000,us_market,False,0.2578801,69.98,REGULAR,762791400000.0,2,0.1800003,1679589607,69.8,NasdaqGS,577722.0,605240.0,6.7800026,0.10727852,63.2 - 89.85,-19.869995,-0.2211463,63.2,89.85,78.542,-8.561996,-0.109011695,79.35595,-9.375946,-0.11815051,15,0,False,False,69.98,70.36,69.7516 - 70.36,69.7516,66417.0,69.85,69.97,8.0,8.0,USD,69.78,0.0,23.641893,0.0,2.96,31.283,2.2369978,Acadia Healthcare Company,,1677589200.0,1682938740.0,1683288000.0,3.69,3.27,21.400612,91314600.0,6497328640.0,18.96477,1.9 - Buy,,,,,,,,,,,,,
ACHL,en-US,US,EQUITY,Equity,,True,HIGH,USD,NMS,Achilles Therapeutics plc,Achilles Therapeutics plc,finmb_408338329,America/New_York,EDT,-14400000,us_market,False,1.1309556,0.8495,REGULAR,1617197400000.0,4,0.009500027,1679587676,0.84,NasdaqGS,426952.0,356900.0,0.0995,0.13266666,0.75 - 3.45,-2.6005,-0.75376815,0.75,3.45,1.10732,-0.25781995,-0.23283239,1.96404,-1.1145401,-0.56747323,15,0,False,False,0.8495,0.9,0.83 - 0.9,0.83,41485.0,0.84,0.86,8.0,30.0,USD,0.86,0.0,,0.0,-1.54,4.814,0.17646447,Achilles Therapeutics,,1678190400.0,1683549000.0,1683894600.0,-1.5,-1.68,-0.50565475,39322100.0,35007300.0,-0.56633335,1.8 - Buy,2021-03-31,,,,,,,,,,,,
ACHV,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",finmb_415241078,America/New_York,EDT,-14400000,us_market,False,0.5319169,4.725,REGULAR,813504600000.0,4,0.025000095,1679589594,4.7,NasdaqCM,104776.0,108270.0,2.725,1.3625,2.0 - 8.13,-3.4050002,-0.41881922,2.0,8.13,4.8468,-0.121799946,-0.025129972,4.13225,0.5927501,0.14344488,15,0,False,False,4.725,4.75,4.62 - 4.75,4.62,15904.0,4.71,4.74,8.0,11.0,USD,4.67,0.0,,0.0,-4.23,0.464,10.183189,Achieve Life Sciences,1596153600.0,1678998600.0,1683716340.0,1684152000.0,-1.89,-2.09,-2.2607656,17930400.0,84721136.0,-2.5,1.7 - Buy,,,,,,,,,,,,,
ACIU,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,AC Immune SA,AC Immune SA,finmb_22309440,America/New_York,EDT,-14400000,us_market,False,2.8037355,2.2,REGULAR,1474637400000.0,4,0.059999943,1679588730,2.14,NasdaqGM,168430.0,57610.0,0.5200001,0.30952388,1.68 - 4.84,-2.64,-0.54545456,1.68,4.84,2.332,-0.13199997,-0.05660376,2.7491,-0.5490999,-0.19973807,15,0,False,False,2.2,2.2,2.16 - 2.2,2.16,3108.0,2.17,2.2,8.0,18.0,CHF,2.17,0.0,,0.0,-0.89,2.183,1.0077875,,,1678964400.0,1682512200.0,1682944200.0,-0.6,-0.76,-2.894737,83620400.0,183964880.0,-3.6666665,1.3 - Strong Buy,,,,,,,,,,,,,
ACIW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"ACI Worldwide, Inc.","ACI Worldwide, Inc.",finmb_35695,America/New_York,EDT,-14400000,us_market,False,0.1759878,25.615,REGULAR,793636200000.0,2,0.045000076,1679589531,25.57,NasdaqGS,945844.0,1402750.0,5.9349995,0.30157518,19.68 - 33.59,-7.9750004,-0.23742186,19.68,33.59,26.6004,-0.98540115,-0.0370446,24.41405,1.2009506,0.049190965,15,0,False,False,25.615,26.03,25.31 - 26.03,25.31,238557.0,25.59,25.63,8.0,8.0,USD,25.64,0.0,21.707628,0.0,1.18,11.041,2.319989,ACI Worldwide,,1677677400.0,1683117000.0,1683549000.0,1.34,1.09,23.5,108112000.0,2769288960.0,19.115671,1.8 - Buy,,,,,,,,,,,,,
ACLS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",finmb_416350,America/New_York,EDT,-14400000,us_market,False,1.955705,133.98,REGULAR,963322200000.0,2,2.569992,1679589516,131.41,NasdaqGS,609145.0,718520.0,87.56999,1.8868777,46.41 - 136.375,-2.3950043,-0.017561901,46.41,136.375,119.0474,14.932594,0.12543403,79.8267,54.153297,0.6783858,15,0,False,False,133.98,136.375,132.905 - 136.375,132.905,312636.0,134.11,134.36,9.0,8.0,USD,133.21,0.0,23.925,0.0,5.6,20.359,6.5808735,Axcelis,,1675949400.0,1683057600.0,1683576000.0,6.95,5.82,23.020617,32714100.0,4383034880.0,19.277699,2.0 - Buy,,,,,,,,,,,,,
ACLX,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Arcellx, Inc.","Arcellx, Inc.",finmb_312283010,America/New_York,EDT,-14400000,us_market,False,2.385966,29.18,REGULAR,1643985000000.0,2,0.6800003,1679589579,28.5,NasdaqGS,399771.0,507940.0,23.145,3.8351285,6.035 - 35.26,-6.079998,-0.1724333,6.035,35.26,30.1692,-0.9892006,-0.032788426,23.32395,5.8560505,0.25107455,15,0,False,False,29.18,29.7,28.505 - 29.7,28.505,94164.0,29.11,29.21,8.0,8.0,USD,28.92,0.0,,0.0,-3.72,5.389,5.414734,Arcellx,,,,,-1.58,-4.51,-6.470066,47332200.0,1381153664.0,-18.468353,1.3 - Strong Buy,2022-02-04,,,,,,,,,,,,
ACMR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"ACM Research, Inc.","ACM Research, Inc.",finmb_380776488,America/New_York,EDT,-14400000,us_market,False,4.529149,11.655,REGULAR,1509629400000.0,2,0.5050001,1679589634,11.15,NasdaqGM,907069.0,636340.0,6.1949997,1.1346153,5.46 - 23.15,-11.495,-0.49654427,5.46,23.15,11.774,-0.119000435,-0.0101070525,12.3997,-0.74470043,-0.060057938,15,0,False,False,11.655,11.91,11.4 - 11.91,11.4,246119.0,11.65,11.67,9.0,10.0,USD,11.41,0.0,21.583332,0.0,0.54,11.308,1.0306863,ACM Research,,1677243600.0,1683203400.0,1683549000.0,1.02,0.86,13.552325,54681300.0,740732352.0,11.426471,2.6 - Hold,,,,,,,,,,,,,
