language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,exchangeTimezoneShortName,currency,market,exchangeTimezoneName,esgPopulated,messageBoardId,gmtOffSetMilliseconds,marketState,regularMarketChangePercent,shortName,longName,exchange,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest,tickerSymbol
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,16.37,EDT,USD,us_market,America/New_York,False,finmb_679630,-14400000,REGULAR,2.5689273,AMC Networks Inc.,AMC Networks Inc.,NMS,488310.0,553570.0,1.920001,0.13287205,14.45 - 43.74,-27.37,-0.62574303,14.45,43.74,19.1906,-2.8205986,-0.14697814,23.07025,-6.7002487,-0.2904281,15,0,False,False,1308231000000.0,2,0.4100008,1679578293,15.96,NasdaqGS,16.37,16.37,16.07 - 16.37,16.07,2966.0,15.0,48.23,8.0,8.0,USD,16.79,0.0,96.29412,0.0,0.17,18.763,0.8724618,AMC Networks,6.68,2.450599,31524500.0,734533376.0,2.4323924,3.3 - Hold,,1676649600.0,1683117000.0,1683549000.0,6.73,,,,,,,,,,,,,,AMCX
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,100.32,EDT,USD,us_market,America/New_York,False,finmb_168864,-14400000,REGULAR,2.8079503,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",NMS,61029950.0,86540980.0,45.75,0.8383727,54.57 - 125.67,-25.349998,-0.20171878,54.57,125.67,80.8404,19.479599,0.24096367,77.81885,22.501152,0.28914785,15,0,False,False,322151400000.0,2,2.7399979,1679578365,97.58,NasdaqGS,100.32,100.42,99.5501 - 100.42,99.5501,2493052.0,100.28,100.25,18.0,13.0,USD,95.65,0.0,122.34146,0.0,0.82,33.964,2.9537156,Advanced Micro Devices,3.05,32.891804,1611389952.0,161654636544.0,23.168592,2.0 - Buy,,1675202400.0,1682971200.0,1683316800.0,4.33,,,,,,,,,,,,,,AMD
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,72.94,EDT,USD,us_market,America/New_York,False,finmb_347535,-14400000,REGULAR,0.4821685,Amedisys Inc,"Amedisys, Inc.",NMS,450754.0,465540.0,0.3600006,0.004960052,72.58 - 179.91,-106.97,-0.59457505,72.58,179.91,88.8174,-15.877396,-0.17876448,101.0597,-28.119698,-0.27824837,15,0,False,False,777130200000.0,2,0.3500061,1679578202,72.59,NasdaqGS,72.94,73.47,72.94 - 73.47,72.94,2357.0,57.5,145.05,8.0,8.0,USD,74.44,0.0,19.660378,0.0,3.71,32.338,2.2555506,Amedisys,4.26,17.122065,32550600.0,2374240768.0,15.35579,2.4 - Buy,,1676563200.0,1682420340.0,1682942400.0,4.75,,,,,,,,,,,,,,AMED
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,39.45,EDT,USD,us_market,America/New_York,False,finmb_4634897,-14400000,REGULAR,0.6891283,"Apollo Medical Holdings, Inc.","Apollo Medical Holdings, Inc.",NCM,179352.0,266410.0,12.560001,0.4670882,26.89 - 58.0,-18.55,-0.3198276,26.89,58.0,35.267,4.1830025,0.11860954,37.61305,1.8369522,0.048838165,15,0,False,False,1236778200000.0,2,0.27000046,1679578202,39.18,NasdaqCM,39.45,39.45,39.45 - 39.45,39.45,1386.0,39.0,65.0,8.0,8.0,USD,39.72,0.0,34.605263,0.0,1.14,11.869,3.3237846,Apollo Medical,1.04,37.932693,47136000.0,1882297600.0,32.603306,1.5 - Strong Buy,,1677245400.0,1683111540.0,1683547200.0,1.21,,,,,,,,,,,,,,AMEH
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,231.2,EDT,USD,us_market,America/New_York,False,finmb_24816,-14400000,REGULAR,0.5960906,Amgen Inc.,Amgen Inc.,NMS,2458069.0,2981910.0,7.899994,0.035378385,223.3 - 296.67,-65.47002,-0.22068296,223.3,296.67,244.2078,-13.007797,-0.053265285,251.43225,-20.232254,-0.080468014,15,0,False,False,424704600000.0,2,1.3699951,1679578359,229.83,NasdaqGS,231.2,231.41,229.89 - 231.41,229.89,68271.0,229.7,229.7,13.0,8.0,USD,233.45,7.76,19.234608,0.033764087,12.02,6.856,33.722286,Amgen,17.77,13.010692,533976000.0,123455250432.0,12.284803,2.7 - Hold,1686182400.0,1675200600.0,1682420340.0,1682942400.0,18.82,,,,,,,,,,,,,,AMGN
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,23.5346,EDT,USD,us_market,America/New_York,False,finmb_1783165390,-14400000,REGULAR,-2.0204084,Argent Mid Cap ETF,Argent Mid Cap ETF,NGM,1989.0,1350.0,2.5865993,0.12347715,20.948 - 26.12,-2.5854015,-0.09898168,20.948,26.12,24.82992,-1.2953205,-0.05216773,23.745247,-0.21064758,-0.008871147,15,0,False,False,1660743000000.0,2,-0.48530006,1679503564,24.0199,NasdaqGM,23.5346,23.94,23.5346 - 23.94,23.5346,1053.0,0.0,37.42,10.0,10.0,,23.93,0.0,13.90091,0.0,1.6930257,,,,,,,,,,,,,,,,1.57271,1.72406,1.72406,,,,,,,,,,AMID
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,25.7,EDT,USD,us_market,America/New_York,False,finmb_124219,-14400000,REGULAR,1.5810337,"Amkor Technology, Inc.","Amkor Technology, Inc.",NMS,1074889.0,1001210.0,10.81,0.7259906,14.89 - 31.38,-5.6799984,-0.18100697,14.89,31.38,27.6374,-1.9373989,-0.07010062,22.6506,3.0494003,0.13462779,15,0,False,False,894029400000.0,2,0.40000153,1679578203,25.3,NasdaqGS,25.7,25.7,25.7 - 25.7,25.7,7264.0,25.5,29.62,8.0,9.0,USD,25.31,0.225,8.081761,0.00889328,3.18,14.969,1.7168816,Amkor Technology,2.38,10.798319,245284000.0,6303798784.0,9.081272,2.5 - Buy,1679270400.0,1676325600.0,1682938740.0,1683288000.0,2.83,,,,,,,,,,,,,,AMKR
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,2.35,EDT,USD,us_market,America/New_York,False,finmb_3169954,-14400000,REGULAR,2.620085,American Lithium Corp.,American Lithium Corp.,NCM,561208.0,475580.0,1.1499999,0.9583332,1.2 - 3.83,-1.48,-0.386423,1.2,3.83,3.0206,-0.6706002,-0.22200893,2.05674,0.29325986,0.1425848,15,0,False,False,1457533800000.0,4,0.059999943,1679578337,2.29,NasdaqCM,2.35,2.35,2.35 - 2.35,2.35,3280.0,2.02,2.4,10.0,14.0,CAD,2.44,0.0,,0.0,-0.11,0.871,2.698048,American Lithium,,,210392000.0,499403168.0,,,1503878400.0,1675339200.0,1675339200.0,1675339200.0,,2023-01-10,,,,,,,,,,,,,AMLI
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,29.685,EDT,USD,us_market,America/New_York,False,finmb_317169670,-14400000,REGULAR,1.3831925,"Amylyx Pharmaceuticals, Inc.","Amylyx Pharmaceuticals, Inc.",NMS,907628.0,1557190.0,23.175,3.5599077,6.51 - 41.93,-12.245001,-0.29203436,6.51,41.93,35.3852,-5.700201,-0.16108997,30.3899,-0.70490074,-0.023195231,15,0,False,False,1641565800000.0,2,0.40499878,1679578324,29.28,NasdaqGS,29.685,29.8,29.265 - 29.8,29.265,16515.0,17.71,29.4,8.0,8.0,USD,30.13,0.0,,0.0,-3.27,5.121,5.7967196,Amylyx Pharmaceuticals,-0.25,-118.74,66716400.0,2048160896.0,13.493181,1.7 - Buy,,1678739400.0,1678739400.0,1678739400.0,2.2,2022-01-07,,,,,,,,,,,,,AMLX
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,31.29,EDT,USD,us_market,America/New_York,False,finmb_404359,-14400000,REGULAR,-3.6044307,"American National Bankshares, I",American National Bankshares Inc.,NMS,16781.0,30340.0,1.8500004,0.06283969,29.44 - 38.89,-7.5999985,-0.19542295,29.44,38.89,33.9174,-2.6273994,-0.07746465,34.93265,-3.6426506,-0.10427638,15,0,False,False,924010200000.0,2,-1.1699982,1679515204,32.46,NasdaqGS,31.29,31.4,31.4 - 31.4,31.4,48.0,0.0,49.75,10.0,8.0,USD,32.29,1.14,9.59816,0.03512015,3.26,30.274,1.0335602,American National Bankshares,3.45,9.069566,10635300.0,332778560.0,8.940001,3.0 - Hold,1679011200.0,1674131400.0,1681907400.0,1682339400.0,3.5,,,,,,,,,,,,,,AMNB
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,37.22,EDT,USD,us_market,America/New_York,False,finmb_177779,-14400000,REGULAR,-3.3246722,"Allied Motion Technologies, Inc",Allied Motion Technologies Inc.,NGM,64372.0,77920.0,16.080002,0.7606434,21.14 - 44.88,-7.66,-0.17067735,21.14,44.88,40.2012,-2.9811974,-0.074156925,32.9888,4.231201,0.12826174,15,0,False,False,340896600000.0,2,-1.2799988,1679515204,38.5,NasdaqGM,37.22,37.42,37.42 - 37.42,37.42,195.0,0.0,58.08,8.0,8.0,USD,36.6708,0.1,34.462963,0.0025974025,1.08,13.485,2.760104,Allied Motion,2.31,16.112555,16067300.0,598024896.0,13.992481,2.3 - Buy,1680652800.0,1678287600.0,1683025140.0,1683547200.0,2.66,,,,,,,,,,,,,,AMOT
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,2.32,EDT,USD,us_market,America/New_York,False,finmb_224845308,-14400000,REGULAR,-2.9288774,"Amplitech Group, Inc.","AmpliTech Group, Inc.",NCM,48240.0,60770.0,0.6999999,0.43209872,1.62 - 3.98,-1.6600001,-0.41708544,1.62,3.98,2.54288,-0.22288013,-0.0876487,2.27388,0.04611993,0.02028248,15,0,False,False,1610116200000.0,4,-0.07000017,1679578202,2.39,NasdaqCM,2.32,2.32,2.32 - 2.32,2.32,11703.0,2.28,2.62,9.0,9.0,USD,2.4519,0.0,,0.0,-0.24,3.072,0.7552083,AmpliTech,-0.11,-21.090908,9632110.0,23374928.0,232.0,2.0 - Buy,,1668448800.0,1680120391.0,1680552391.0,0.01,2021-02-17,,,,,,,,,,,,,AMPG
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.432,EDT,USD,us_market,America/New_York,False,finmb_224845308,-14400000,REGULAR,2.8571486,"Amplitech Group, Inc.","AmpliTech Group, Inc.",NCM,2583.0,1500.0,0.402,13.400001,0.03 - 1.2,-0.768,-0.64,0.03,1.2,0.3798,0.05220002,0.13744082,0.45329,-0.021289974,-0.04696767,15,0,False,False,1613658600000.0,4,0.012000024,1679428430,0.42,NasdaqCM,0.432,0.4871,0.42 - 0.4871,0.42,1179.0,1.55,2.41,12.0,8.0,USD,1.99,,,,,,,AmpliTech,,,,,,,,,,,,2021-02-17,,,,,,,,,,,,,AMPGW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,37.08,EDT,USD,us_market,America/New_York,False,finmb_2003650,-14400000,REGULAR,0.40617797,"Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc.",NMS,266654.0,420790.0,10.320002,0.38565028,26.76 - 44.46,-7.3799973,-0.16599184,26.76,44.46,32.5662,4.5138016,0.13860388,31.4246,5.655401,0.17996733,15,0,False,False,1403703000000.0,2,0.15000153,1679578202,36.93,NasdaqGS,37.08,37.08,37.08 - 37.08,37.08,1652.0,0.0,41.0,8.0,9.0,USD,36.98,0.0,21.684212,0.0,1.71,10.988,3.3745906,Amphastar Pharmaceuticals,2.02,18.356436,47896800.0,1776013440.0,16.854546,2.2 - Buy,,1677621600.0,1683576000.0,1683921600.0,2.2,,,,,,,,,,,,,,AMPH
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,11.56,EDT,USD,us_market,America/New_York,False,finmb_247542783,-14400000,REGULAR,0.6968718,"Amplitude, Inc.","Amplitude, Inc.",NCM,553920.0,794350.0,1.0500002,0.099904865,10.51 - 21.5,-9.94,-0.46232557,10.51,21.5,13.6068,-2.0467997,-0.15042476,14.74495,-3.1849499,-0.21600275,15,0,False,False,1632835800000.0,2,0.08000088,1679578309,11.48,NasdaqCM,11.56,11.63,11.51 - 11.63,11.51,22365.0,11.44,12.12,8.0,10.0,USD,11.77,0.0,,0.0,-0.8,2.583,4.4754167,Amplitude,-0.12,-96.333336,76481104.0,1436977408.0,-385.33334,2.3 - Buy,,1676498400.0,1676498400.0,1676498400.0,-0.03,2021-09-28,,,,,,,,,,,,,AMPL
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,30.83,EDT,USD,us_market,America/New_York,False,finmb_4558482,-14400000,REGULAR,0.5216819,"A-Mark Precious Metals, Inc.","A-Mark Precious Metals, Inc.",NMS,244779.0,296150.0,7.120001,0.3002953,23.71 - 44.595,-13.765001,-0.3086669,23.71,44.595,33.0035,-2.173502,-0.06585671,31.75805,-0.928051,-0.029222542,15,0,False,False,1395063000000.0,2,0.15999985,1679578202,30.67,NasdaqGS,30.83,30.91,30.83 - 30.91,30.83,1893.0,29.52,36.65,8.0,8.0,USD,29.95,0.4,4.802181,0.013042061,6.42,22.885,1.3471706,A-Mark Precious Metals,5.52,5.585145,23530000.0,725429888.0,6.033268,2.0 - Buy,1674777600.0,1675719000.0,1683144000.0,1683576000.0,5.11,,,,,,,,,,,,,,AMRK
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,1.56,EDT,USD,us_market,America/New_York,False,finmb_407863,-14400000,REGULAR,1.9607825,Amarin Corporation plc,Amarin Corporation plc,NGM,4853606.0,4399720.0,0.52,0.5,1.04 - 3.74,-2.18,-0.5828877,1.04,3.74,1.8284,-0.26840007,-0.14679505,1.46,0.099999905,0.06849308,15,0,False,False,733674600000.0,4,0.029999971,1679578320,1.53,NasdaqGM,1.56,1.56,1.56 - 1.56,1.56,20194.0,1.51,1.61,31.0,10.0,USD,1.64,0.0,,0.0,-0.26,1.472,1.0597826,Amarin,-0.12,-13.0,406116000.0,670807744.0,-15.599999,2.7 - Hold,,1677675600.0,1677675600.0,1677675600.0,-0.1,,,,,,,,,,,,,,AMRN
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,1.36,EDT,USD,us_market,America/New_York,False,finmb_27742428,-14400000,REGULAR,2.255637,"Amyris, Inc.","Amyris, Inc.",NMS,5706959.0,4419330.0,0.37,0.37373737,0.99 - 5.15,-3.79,-0.73592234,0.99,5.15,1.4354,-0.075399995,-0.052528907,2.15625,-0.79625,-0.36927536,15,0,False,False,1285680600000.0,4,0.029999971,1679578222,1.33,NasdaqGS,1.36,1.36,1.34 - 1.36,1.34,30304.0,1.17,1.38,14.0,29.0,USD,1.33,0.0,,0.0,-1.14,-1.34,-1.0149254,Amyris,-0.53,-2.566038,366252000.0,498102720.0,-4.121212,2.6 - Hold,1496707200.0,1678912200.0,1683549000.0,1683894600.0,-0.33,,,,,,,,,,,,,,AMRS
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,4.27,EDT,USD,us_market,America/New_York,False,finmb_34933,-14400000,REGULAR,1.1848387,American Superconductor Corpora,American Superconductor Corporation,NMS,188506.0,173870.0,1.0699999,0.33437496,3.2 - 9.36,-5.0899997,-0.5438034,3.2,9.36,5.2448,-0.9748001,-0.18586029,4.7783,-0.5082998,-0.106376715,15,0,False,False,692548200000.0,4,0.05000019,1679578310,4.22,NasdaqGS,4.27,4.27,4.25 - 4.27,4.25,690.0,3.28,4.53,14.0,8.0,USD,4.31,0.0,,0.0,-1.18,2.953,1.4459871,American Superconductor,-0.95,-4.4947367,29530100.0,126093528.0,-11.540541,1.7 - Buy,,1675350000.0,1685444340.0,1685966400.0,-0.37,,,,,,,,,,,,,,AMSC
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,49.655,EDT,USD,us_market,America/New_York,False,finmb_24806,-14400000,REGULAR,1.4195255,"AMERISAFE, Inc.","AMERISAFE, Inc.",NMS,76101.0,106510.0,4.9349976,0.110353254,44.72 - 60.49,-10.835003,-0.17912056,44.72,60.49,53.032,-3.3770027,-0.063678585,51.2028,-1.547802,-0.030228853,15,0,False,False,1132324200000.0,2,0.6949997,1679578203,48.96,NasdaqGS,49.655,49.655,49.05 - 49.655,49.05,454.0,21.52,0.0,8.0,8.0,USD,50.36,1.24,17.670818,0.025326798,2.81,16.581,2.9946928,AMERISAFE,2.97,16.718855,19155900.0,951186176.0,17.361889,2.7 - Hold,1679616000.0,1676995200.0,1682420340.0,1682942400.0,2.86,,,,,,,,,,,,,,AMSF
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,2.61,EDT,USD,us_market,America/New_York,False,finmb_561794162,-14400000,REGULAR,0.38461503,Amesite Inc.,Amesite Inc.,NCM,393870.0,53170.0,1.05,0.6730769,1.56 - 12.6,-9.990001,-0.79285717,1.56,12.6,3.44884,-0.83884,-0.24322382,4.16551,-1.5555103,-0.3734261,15,0,False,False,1601040600000.0,4,0.00999999,1679578370,2.6,NasdaqCM,2.61,2.65,2.53 - 2.65,2.53,1268.0,2.32,2.7,18.0,14.0,USD,2.76,0.0,,0.0,-3.24,3.116,0.83761233,Amesite,,,2533360.0,6612069.0,,2.0 - Buy,,,,,,2020-09-25,,,,Amesite Operating Company,2023-03-22,,,,,,,,AMST
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,12.48,EDT,USD,us_market,America/New_York,False,finmb_250510,-14400000,REGULAR,0.48308748,"American Software, Inc.","American Software, Inc.",NMS,149845.0,132690.0,0.059999466,0.004830875,12.42 - 21.64,-9.16,-0.42329022,12.42,21.64,14.2324,-1.7524004,-0.12312754,15.67595,-3.1959505,-0.20387603,15,0,False,False,415290600000.0,2,0.059999466,1679578202,12.42,NasdaqGS,12.48,12.48,12.48 - 12.48,12.48,723.0,0.0,14.95,8.0,11.0,USD,12.71,0.44,39.0,0.035426732,0.32,3.996,3.123123,American Software,0.44,28.363636,31957900.0,421568160.0,26.55319,1.5 - Strong Buy,1684281600.0,1677189600.0,1686049140.0,1686571200.0,0.47,,,,,,,,,,,,,,AMSWA
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,22.48,EDT,USD,us_market,America/New_York,False,finmb_4920873,-14400000,REGULAR,1.0337058,Amerant Bancorp Inc.,Amerant Bancorp Inc.,NMS,66320.0,116150.0,0.61999893,0.028362256,21.86 - 32.63,-10.150002,-0.31106347,21.86,32.63,27.2454,-4.7654,-0.1749066,27.5613,-5.0813007,-0.1843636,15,0,False,False,1539869400000.0,2,0.22999954,1679578202,22.25,NasdaqGS,22.48,22.48,22.48 - 22.48,22.48,1802.0,8.9,34.72,8.0,8.0,USD,23.34,0.36,11.411167,0.016179776,1.97,21.116,1.0645956,Amerant Bancorp,2.96,7.5945945,33831900.0,760541120.0,7.5945945,2.2 - Buy,1677542400.0,1674223200.0,1681848000.0,1682366400.0,2.96,,,,,,,,,,,,,,AMTB
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.3968,EDT,USD,us_market,America/New_York,False,finmb_291566008,-14400000,REGULAR,9.070924,Applied Molecular Transport Inc,Applied Molecular Transport Inc.,NMS,278349.0,162180.0,0.0668,0.20242423,0.33 - 8.0,-7.6032,-0.9504,0.33,8.0,0.54978,-0.15298,-0.27825674,1.33626,-0.9394599,-0.70305175,15,0,False,False,1591363800000.0,4,0.033000022,1679515204,0.3638,NasdaqGS,0.3968,0.3772,0.3772 - 0.3772,0.3772,4582.0,0.3305,0.41,11.0,8.0,USD,0.38,0.0,,0.0,-3.33,1.553,0.25550547,Applied Molecular Transport,-1.75,-0.22674286,39201000.0,15554957.0,-0.20666668,3.4 - Hold,,1678395900.0,1683543540.0,1683892800.0,-1.92,2020-06-05,,,,,,,,,,,,,AMTI
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,2.735,EDT,USD,us_market,America/New_York,False,finmb_27792863,-14400000,REGULAR,1.6728565,"Aemetis, Inc","Aemetis, Inc.",NGM,569820.0,897910.0,0.2249999,0.0896414,2.51 - 13.78,-11.045,-0.801524,2.51,13.78,3.8862,-1.1512,-0.2962277,5.866875,-3.1318753,-0.53382343,15,0,False,False,1151415000000.0,4,0.044999838,1679578244,2.69,NasdaqGM,2.735,2.735,2.69 - 2.735,2.69,3442.0,2.54,2.99,22.0,12.0,USD,2.77,0.0,,0.0,-3.05,-5.628,-0.48596305,Aemetis,-0.68,-4.0220585,36652100.0,103224640.0,-19.535713,2.6 - Hold,,1678388400.0,1683721800.0,1684153800.0,-0.14,,,,,,,,,,,,,,AMTX
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.6651,EDT,USD,us_market,America/New_York,False,finmb_556353116,-14400000,REGULAR,2.3230774,"Atlis Motor Vehicles, Inc.","Atlis Motor Vehicles, Inc.",NGM,3600113.0,2129450.0,0.024100006,0.037597515,0.641 - 243.99,-243.3249,-0.99727404,0.641,243.99,2.32226,-1.6571599,-0.71359795,7.9506197,-7.2855196,-0.91634613,15,0,False,False,1664371800000.0,4,0.015100002,1679578276,0.65,NasdaqGM,0.6651,0.67,0.6651 - 0.67,0.6651,83872.0,0.66,0.665,11.0,30.0,USD,0.7,0.0,,0.0,-8.43,-0.927,-0.7174757,Atlis Motor Vehicles,-1.8,-0.3695,30584700.0,20341884.0,-0.62745285,2.0 - Buy,,,,,-1.06,,,,,,,,,,,,,,AMV
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,51.59,EDT,USD,us_market,America/New_York,False,finmb_250549,-14400000,REGULAR,0.5653039,American Woodmark Corporation,American Woodmark Corporation,NMS,111337.0,162580.0,10.889999,0.26756755,40.7 - 60.78,-9.189999,-0.15120104,40.7,60.78,54.9566,-3.3666,-0.061259247,50.48285,1.107151,0.021931231,15,0,False,False,522077400000.0,2,0.29000092,1679578203,51.3,NasdaqGS,51.59,51.59,51.59 - 51.59,51.59,399.0,22.55,0.0,8.0,8.0,USD,51.81,0.0,10.659091,0.0,4.84,50.725,1.0170528,American Woodmark,6.93,7.4444447,16635300.0,858215104.0,9.397086,2.8 - Hold,1309132800.0,1677600000.0,1684931400.0,1685363400.0,5.49,,,,,,,,,,,,,,AMWD
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,14.59,EDT,USD,us_market,America/New_York,False,finmb_638436714,-14400000,REGULAR,-0.068494715,Amryt Pharma plc,Amryt Pharma plc,NMS,693467.0,345250.0,8.18,1.2761312,6.41 - 14.77,-0.1800003,-0.012186886,6.41,14.77,14.6202,-0.030200005,-0.0020656355,9.134445,5.455555,0.5972508,15,0,False,False,1594215000000.0,2,-0.010000229,1679578202,14.6,NasdaqGS,14.59,14.59,14.59 - 14.59,14.59,252.0,0.0,14.65,22.0,8.0,USD,14.58,0.0,39.432434,0.0,0.37,5.069,2.87828,Amryt Pharma,-0.04,-364.75,63692300.0,929270656.0,-1459.0,2.7 - Hold,,1628233200.0,1646204400.0,1646654400.0,-0.01,,,,,,,,,,,,,,AMYT
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,27.93,EDT,USD,us_market,America/New_York,False,finmb_1791146310,-14400000,REGULAR,-1.89673,Direxion Daily AMZN Bear 1X Sha,Direxion Daily AMZN Bear 1X Shares,NGM,45696.0,49860.0,4.851,0.21019107,23.079 - 35.455,-7.5250015,-0.2122409,23.079,35.455,29.33196,-1.4019604,-0.04779634,29.718748,-1.7887478,-0.060189202,15,0,False,False,1662643800000.0,2,-0.539999,1679578202,28.47,NasdaqGM,27.93,27.93,27.93 - 27.93,27.93,983.0,28.08,28.17,13.0,18.0,,28.15,,,,,,,,,,,,,,,,,,,,-16.61277,-16.79254,-16.79254,,,,,,,,,,AMZD
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,100.2,EDT,USD,us_market,America/New_York,False,finmb_18749,-14400000,REGULAR,1.5197569,"Amazon.com, Inc.","Amazon.com, Inc.",NMS,69663293.0,67970760.0,18.769997,0.23050469,81.43 - 170.8315,-70.6315,-0.41345713,81.43,170.8315,97.2988,2.9011993,0.029817423,108.02825,-7.8282547,-0.07246488,15,0,False,False,863703000000.0,2,1.5,1679578373,98.7,NasdaqGS,100.2,100.73,100.15 - 100.73,100.15,1976491.0,99.87,99.91,9.0,8.0,USD,100.45,0.0,,0.0,-0.27,14.259,7.0271406,Amazon.com,1.42,70.56338,10247300096.0,1026779447296.0,39.92032,1.8 - Buy,,1675377000.0,1682506740.0,1682942400.0,2.51,,,,,,,,,,,,,,AMZN
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,16.36,EDT,USD,us_market,America/New_York,False,finmb_1796977772,-14400000,REGULAR,2.3651624,Direxion Daily AMZN Bull 1.5X S,Direxion Daily AMZN Bull 1.5X Shares,NGM,207555.0,91860.0,4.040001,0.32792217,12.32 - 28.08,-11.719999,-0.4173789,12.32,28.08,15.83196,0.5280409,0.033352844,17.308111,-0.9481106,-0.054778397,15,0,False,False,1662557400000.0,2,0.37800026,1679578202,15.982,NasdaqGM,16.36,16.36,16.36 - 16.36,16.36,7025.0,16.16,16.24,11.0,11.0,,16.32,,56.467422,,0.2897246,,,,,,,,,,,,,,,,24.47397,24.44985,24.44985,,,,,,,,,,AMZU
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,21.56,EDT,USD,us_market,America/New_York,False,finmb_28462113,-14400000,REGULAR,1.411097,"AnaptysBio, Inc.","AnaptysBio, Inc.",NMS,320606.0,234240.0,3.3599987,0.1846153,18.2 - 32.435,-10.875002,-0.335286,18.2,32.435,24.4242,-2.8642006,-0.117268965,25.13205,-3.57205,-0.14213127,15,0,False,False,1485441000000.0,2,0.29999924,1679578221,21.26,NasdaqGS,21.56,21.56,21.41 - 21.56,21.41,1755.0,16.02,0.0,8.0,8.0,USD,21.69,0.0,,0.0,-4.56,9.192,2.3455176,AnaptysBio,-4.5,-4.791111,27931000.0,602192320.0,-4.5294113,2.9 - Hold,,1677704700.0,1683025140.0,1683547200.0,-4.76,,,,,,,,,,,,,,ANAB
