language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,exchangeTimezoneShortName,currency,market,exchangeTimezoneName,esgPopulated,messageBoardId,gmtOffSetMilliseconds,marketState,regularMarketChangePercent,shortName,longName,exchange,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest,tickerSymbol
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,3.53,EDT,USD,us_market,America/New_York,False,finmb_626518430,-14400000,REGULAR,-0.8426959,"Century Therapeutics, Inc.","Century Therapeutics, Inc.",NMS,229676.0,211720.0,0.01999998,0.005698,3.51 - 14.0,-10.47,-0.74785715,3.51,14.0,4.4634,-0.9333999,-0.20912308,8.3552,-4.8252,-0.5775086,15,0,False,False,1624023000000.0,4,-0.029999971,1679579107,3.56,NasdaqGS,3.53,3.575,3.51 - 3.575,3.51,20790.0,3.53,4.02,270.0,8.0,USD,3.82,0.0,,0.0,-2.03,5.177,0.68186206,Century Therapeutics,-2.32,-1.5215517,59170600.0,208872224.0,-1.6889952,1.7 - Buy,,,,,-2.09,2021-06-18,,,,,,,,,,,,,IPSC
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,10.3,EDT,USD,us_market,America/New_York,False,finmb_704675366,-14400000,REGULAR,0.0,InterPrivate IV InfraTech Partn,InterPrivate IV InfraTech Partners Inc.,NCM,12764.0,7460.0,0.57000065,0.058581777,9.73 - 10.6,-0.3000002,-0.028301904,9.73,10.6,10.2282,0.07180023,0.007019831,9.97637,0.32363033,0.03243969,15,0,False,False,1619789400000.0,2,0.0,1679417263,10.3,NasdaqCM,10.3,10.3,10.3 - 10.3,10.3,2.0,10.18,10.3,13.0,8.0,USD,10.3,0.0,,0.0,-0.13,-0.441,-23.356009,InterPrivate IV InfraTech Partners,,,28750000.0,370156256.0,,,,,,,,2021-04-26,,,,,,,,,,,,,IPVI
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.18,EDT,USD,us_market,America/New_York,False,finmb_704675366,-14400000,REGULAR,0.0,InterPrivate IV InfraTech Partn,InterPrivate IV InfraTech Partners Inc.,NCM,791.0,90.0,0.40999985,0.041965183,9.77 - 10.535,-0.35499954,-0.033697158,9.77,10.535,10.219,-0.038999557,-0.0038163771,9.971315,0.20868492,0.020928524,15,0,False,False,1614954600000.0,2,0.0,1678802651,10.18,NasdaqCM,10.18,10.18,10.18 - 10.18,10.18,0.0,9.66,10.5,13.0,30.0,USD,10.18,0.0,,0.0,-0.009,-0.441,-23.0839,InterPrivate IV InfraTech Partners,,,,,,,,,,,,2021-03-05,,,,,,,,,,,,,IPVIU
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.0901,EDT,,us_market,America/New_York,False,finmb_704675366,-14400000,REGULAR,0.0,InterPrivate IV InfraTech Partners Inc. Warrant,InterPrivate IV InfraTech Partners Inc.,NCM,,,0.0064999983,0.077751175,0.0836 - 0.0901,0.0,0.0,0.0836,0.0901,,,,,,,15,0,False,False,,4,0.0,1679506315,0.0901,NasdaqCM,0.0901,0.0901,0.0836 - 0.0901,0.0836,101763.0,,,,,,,,,,,,,InterPrivate IV InfraTech Partners,,,,,,,,,,,,2021-04-26,,,,,,,,,,,,,IPVIW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.62,EDT,USD,us_market,America/New_York,False,finmb_700335360,-14400000,REGULAR,-4.2766724,iPower Inc.,iPower Inc.,NCM,40515.0,10420.0,0.27,0.77142864,0.35 - 2.07,-1.4499999,-0.7004831,0.35,2.07,0.78924,-0.16924,-0.21443413,0.832105,-0.21210498,-0.2549017,15,0,False,False,1620826200000.0,4,-0.027700007,1679578244,0.6477,NasdaqCM,0.62,0.76,0.62 - 0.76,0.62,2164.0,0.62,0.77,10.0,10.0,USD,0.6403,0.0,,0.0,-0.25,0.85,0.7294117,iPower,-0.29,-2.137931,29710900.0,18896980.0,4.769231,2.0 - Buy,,1676410200.0,1676410200.0,1676410200.0,0.13,2021-05-12,,,,,,,,,,,,,IPW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.55,EDT,USD,us_market,America/New_York,False,finmb_244182766,-14400000,REGULAR,1.833982,Ideal Power Inc.,Ideal Power Inc.,NCM,15549.0,16860.0,2.92,0.38269988,7.63 - 14.89,-4.34,-0.2914708,7.63,14.89,11.94028,-1.3902798,-0.11643611,11.82491,-1.27491,-0.107815616,15,0,False,False,1385130600000.0,2,0.19000053,1679578202,10.36,NasdaqCM,10.55,10.55,10.55 - 10.55,10.55,3099.0,10.08,11.62,8.0,32.0,USD,10.77,0.0,,0.0,-1.12,3.023,3.4899108,Ideal Power,-1.41,-7.48227,5893770.0,62179276.0,-5.7650275,2.0 - Buy,1566259200.0,1677792600.0,1684148340.0,1684497600.0,-1.83,,,,,,,,,,,,,,IPWR
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,4.88,EDT,USD,us_market,America/New_York,False,finmb_537232381,-14400000,REGULAR,0.0,IperionX Limited,IperionX Limited,NCM,6605.0,3760.0,0.5799999,0.1348837,4.3 - 8.44,-3.5599995,-0.4218009,4.3,8.44,5.97082,-1.0908198,-0.1826918,5.660142,-0.78014183,-0.1378308,15,0,False,False,1655818200000.0,4,0.0,1679514974,4.88,NasdaqCM,4.88,4.88,4.85 - 4.88,4.85,33.0,4.7,5.08,31.0,8.0,USD,5.02,0.0,,0.0,-1.45,0.9,5.4222226,IperionX,,,17122500.0,83557800.0,,2.0 - Buy,,,,,,2022-06-21,,,,TAO Commodities Limited,2023-03-22,,,,,,,,IPX
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,7.33,EDT,USD,us_market,America/New_York,False,finmb_98904258,-14400000,REGULAR,5.9248533,"iQIYI, Inc.","iQIYI, Inc.",NMS,19637725.0,11147820.0,5.68,3.4424243,1.65 - 7.989,-0.6589999,-0.08248841,1.65,7.989,6.9144,0.41559982,0.06010642,4.394025,2.935975,0.66817445,15,0,False,False,1522330200000.0,2,0.40999985,1679579125,6.92,NasdaqGS,7.33,7.42,7.1787 - 7.42,7.1787,1684529.0,7.18,7.18,29.0,32.0,CNY,7.09,0.0,,0.0,-0.02,7.192,1.019188,iQIYI,0.27,27.148148,946318976.0,6936518144.0,16.288889,2.1 - Buy,,1677072600.0,1684931400.0,1685363400.0,0.45,,,,,,,,,,,,,,IQ
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.27,EDT,USD,us_market,America/New_York,False,finmb_710235371,-14400000,REGULAR,0.0,Intelligent Medicine Acquisitio,Intelligent Medicine Acquisition Corp.,NGM,53779.0,280.0,0.33000088,0.033199284,9.94 - 10.336,-0.065999985,-0.006385447,9.94,10.336,10.26254,0.007460594,0.00072697346,10.134575,0.13542557,0.013362728,15,0,False,False,1640615400000.0,2,0.0,1679513844,10.27,NasdaqGM,10.27,10.2783,10.26 - 10.2783,10.26,700.0,0.0,10.28,8.0,10.0,USD,10.26,0.0,,0.0,,-0.473,-21.712475,Intelligent Medicine,,,20700000.0,265736256.0,,,,,,,,2021-12-27,,,,,,,,,,,,,IQMD
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.3,EDT,USD,us_market,America/New_York,False,finmb_710235371,-14400000,REGULAR,0.0,Intelligent Medicine Acquisitio,Intelligent Medicine Acquisition Corp.,NGM,3114.0,32.0,0.40000057,0.0404041,9.9 - 10.578,-0.27799988,-0.026280949,9.9,10.578,10.247992,0.05200863,0.005075007,10.155351,0.1446495,0.014243674,15,0,False,False,1636119000000.0,2,0.0,1678996482,10.3,NasdaqGM,10.3,10.3,10.3 - 10.3,10.3,51.0,10.01,10.33,14.0,10.0,USD,10.27,0.0,,0.0,,-0.473,-21.7759,Intelligent Medicine,,,0.0,259254096.0,,,,,,,,2021-11-05,,,,,,,,,,,,,IQMDU
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,0.0461,EDT,USD,us_market,America/New_York,False,finmb_710235371,-14400000,REGULAR,0.0,Intelligent Medicine Acquisition Corp. Warrant,Intelligent Medicine Acquisition Corp.,NGM,15976.0,1890.0,0.041100003,8.220001,0.005 - 0.432,-0.38590002,-0.89328706,0.005,0.432,0.04458,0.0015200004,0.034096014,0.068735,-0.022635002,-0.3293082,15,0,False,False,1640615400000.0,4,0.0,1679514222,0.0461,NasdaqGM,0.0461,0.0461,0.046 - 0.0461,0.046,9729.0,0.046,0.0498,11.0,10.0,USD,0.046,,,,,0.001,46.1,Intelligent Medicine,,,,,,,,,,,,2021-12-27,,,,,,,,,,,,,IQMDW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.3413,EDT,USD,us_market,America/New_York,False,finmb_695645618,-14400000,REGULAR,-0.46872312,Iris Acquisition Corp,Iris Acquisition Corp,NCM,9701.0,350.0,0.62129974,0.06391972,9.72 - 11.16,-0.81869984,-0.073360205,9.72,11.16,10.23854,0.102760315,0.010036618,9.97056,0.37073994,0.03718346,15,0,False,False,1622035800000.0,2,-0.048700333,1679578305,10.39,NasdaqCM,10.3413,10.4845,10.3411 - 10.4845,10.3411,3405.0,10.39,11.44,8.0,14.0,USD,10.39,0.0,34.470997,0.0,0.3,-0.343,-30.149563,Iris,,,27600000.0,356774848.0,,,,,,,,,,,,Tribe Capital Growth Corp I,2023-03-22,,,,,,,,IRAA
en-US,US,EQUITY,Equity,,True,HIGH,10.0301,EDT,USD,us_market,America/New_York,False,finmb_695645618,-14400000,REGULAR,0.0,Iris Acquisition Corp,Iris Acquisition Corp,NCM,1352.0,30.0,0.50010014,0.052476406,9.53 - 11.4,-1.3698997,-0.12016665,9.53,11.4,10.18852,-0.15842056,-0.015548927,9.95384,0.07625961,0.007661326,15,0,False,False,1614954600000.0,2,0.0,1679063275,10.0301,NasdaqCM,10.0301,10.0301,10.0301 - 10.0301,10.0301,294.0,9.55,11.29,8.0,8.0,USD,10.0301,0.0,,0.0,,-0.343,-29.242273,Iris,,,,,,,,,,,,,,,,Tribe Capital Growth Corp I,2023-03-22,,,,,,,,IRAAU
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,0.1051,EDT,USD,us_market,America/New_York,False,finmb_695645618,-14400000,REGULAR,0.0,,Iris Acquisition Corp,NGM,,,0.00010000169,0.0009523971,0.105 - 0.1051,0.0,0.0,0.105,0.1051,,,,,,,15,0,False,False,,4,0.0,1679415555,0.1051,NasdaqGM,0.1051,0.1051,0.105 - 0.1051,0.105,29222.0,0.0,0.1478,8.0,13.0,USD,0.1051,0.0,,0.0,,-0.343,-0.306414,Iris,,,,,,,,,,,,,,,,Tribe Capital Growth Corp I,2023-03-22,,,,,,,,IRAAW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,43.38,EDT,USD,us_market,America/New_York,False,finmb_544315,-14400000,REGULAR,0.16162477,iRobot Corporation,iRobot Corporation,NMS,399916.0,365640.0,7.970001,0.2250777,35.41 - 69.55,-26.170002,-0.37627608,35.41,69.55,43.9954,-0.6153984,-0.01398779,49.3916,-6.0116005,-0.12171301,15,0,False,False,1131546600000.0,2,0.069999695,1679578989,43.31,NasdaqGS,43.38,43.38,43.12 - 43.38,43.12,4070.0,43.24,43.48,8.0,40.0,USD,43.72,0.0,,0.0,-10.18,17.347,2.5007207,iRobot,-3.79,-11.44591,27423700.0,1189640192.0,-33.890625,3.0 - Hold,,1676323800.0,1683025140.0,1683547200.0,-1.28,,,,,,,,,,,,,,IRBT
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,60.01,EDT,USD,us_market,America/New_York,False,finmb_702261,-14400000,REGULAR,1.043945,Iridium Communications Inc,Iridium Communications Inc.,NMS,713377.0,1071320.0,27.129997,0.8251215,32.88 - 65.41,-5.4000053,-0.08255626,32.88,65.41,60.1242,-0.11420059,-0.0018994114,49.41,10.599998,0.21453144,15,0,False,False,1206019800000.0,2,0.61999893,1679579116,59.39,NasdaqGS,60.01,60.07,59.52 - 60.07,59.52,16225.0,59.43,61.16,8.0,8.0,USD,60.9,0.0,857.2857,0.0,0.07,8.964,6.694556,,0.18,333.38885,126573000.0,7595645440.0,240.04,1.8 - Buy,1680134400.0,1676554200.0,1681734600.0,1682080200.0,0.25,,,,,,,,,,,,,,IRDM
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,3.06,EDT,USD,us_market,America/New_York,False,finmb_706254871,-14400000,REGULAR,4.081629,Iris Energy Limited,Iris Energy Limited,NMS,852488.0,1051080.0,2.04,2.0,1.02 - 16.09,-13.030001,-0.8098198,1.02,16.09,2.501,0.559,0.22351061,3.14225,-0.08225012,-0.026175547,15,0,False,False,1637159400000.0,4,0.119999886,1679579120,2.94,NasdaqGS,3.06,3.19,3.01 - 3.19,3.01,98099.0,2.21,3.05,8.0,12.0,USD,3.33,0.0,2.8073394,0.0,1.09,5.094,0.6007067,Iris Energy,-2.45,-1.2489796,54982900.0,168247664.0,-7.846154,2.0 - Buy,,1676498400.0,1683629940.0,1684152000.0,-0.39,2021-11-17,,,,,,,,,,,,,IREN
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,2.07,EDT,USD,us_market,America/New_York,False,finmb_30288,-14400000,REGULAR,0.0,IRIDEX Corporation,IRIDEX Corporation,NGM,16786.0,21920.0,0.109999895,0.056122396,1.96 - 5.39,-3.32,-0.6159555,1.96,5.39,2.2428,-0.17280006,-0.07704658,2.4332,-0.36319995,-0.14926843,15,0,False,False,824481000000.0,4,0.0,1679515200,2.07,NasdaqGM,2.07,2.111,2.01 - 2.111,2.01,15.0,1.91,2.22,12.0,10.0,USD,2.02,0.0,,0.0,-0.47,1.078,1.9202226,IRIDEX,-0.45,-4.6,16007200.0,33134902.0,-8.28,2.5 - Buy,,1678399200.0,1683716340.0,1684152000.0,-0.25,,,,,,,,,,,,,,IRIX
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,37.22,EDT,USD,us_market,America/New_York,False,finmb_22110569,-14400000,REGULAR,0.40464398,iRadimed Corporation,IRadimed Corporation,NCM,42822.0,43940.0,11.220001,0.43153852,26.0 - 55.92,-18.699997,-0.33440626,26.0,55.92,36.7281,0.4919014,0.013393053,33.013523,4.206478,0.12741682,15,0,False,False,1405517400000.0,2,0.15000153,1679578200,37.07,NasdaqCM,37.22,37.22,37.22 - 37.22,37.22,306.0,36.03,38.21,8.0,8.0,USD,38.28,0.0,35.788464,0.0,1.04,5.851,6.361306,IRadimed,1.34,27.77612,12593200.0,468718912.0,25.668966,1.5 - Strong Buy,1676937600.0,1675353600.0,1682598600.0,1682944200.0,1.45,,,,,,,,,,,,,,IRMD
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,23.53,EDT,USD,us_market,America/New_York,False,finmb_641326926,-14400000,REGULAR,8.784103,"Disc Medicine, Inc.",Disc Medicine Opco Inc,NGM,77455.0,102040.0,8.530001,0.5686667,15.0 - 63.6,-40.07,-0.63003147,15.0,63.6,22.675,0.85500145,0.037706792,41.0911,-17.561098,-0.4273699,15,0,False,False,1597239000000.0,2,1.9000015,1679578976,21.63,NasdaqGM,23.53,24.9899,23.16 - 24.9899,23.16,17673.0,24.0,24.99,9.0,9.0,USD,21.9,0.0,,0.0,-9.39,-11.19,-2.1027706,Disc Medicine Opco,-4.08,-5.767157,18882800.0,444312288.0,-6.880117,1.7 - Buy,,1668087000.0,1679574600.0,1679747400.0,-3.42,,,,,,,,,,,,,,IRON
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,15.75,EDT,USD,us_market,America/New_York,False,finmb_128576023,-14400000,REGULAR,1.2861724,"IF Bancorp, Inc.","IF Bancorp, Inc.",NCM,1416.0,4960.0,0.119999886,0.007677536,15.63 - 24.25,-8.5,-0.35051546,15.63,24.25,17.5658,-1.8157997,-0.10337131,18.48285,-2.7328491,-0.14785865,15,0,False,False,1310131800000.0,2,0.19999981,1679578201,15.55,NasdaqCM,15.75,15.75,15.75 - 15.75,15.75,1160.0,15.75,17.34,22.0,13.0,USD,15.7501,0.375,9.210526,0.024115756,1.71,22.397,0.7032192,IF Bancorp,,,3337630.0,52567672.0,,,1681430400.0,1674854100.0,1682593140.0,1682942400.0,,,,,,,,,,,,,,,IROQ
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,120.24,EDT,USD,us_market,America/New_York,False,finmb_34159879,-14400000,REGULAR,1.9933823,"iRhythm Technologies, Inc.","iRhythm Technologies, Inc.",NMS,346164.0,442780.0,34.5,0.4023793,85.74 - 169.54,-49.299995,-0.29078683,85.74,169.54,108.4632,11.776794,0.108578704,120.75938,-0.51937866,-0.0043009385,15,0,False,False,1476970200000.0,2,2.3499985,1679578895,117.89,NasdaqGS,120.24,120.24,118.96 - 120.24,118.96,12906.0,117.91,120.91,8.0,8.0,USD,118.77,0.0,,0.0,-3.98,7.943,15.137857,iRhythm,-2.96,-40.62162,30216300.0,3633207808.0,-58.941177,1.8 - Buy,,1677187800.0,1683111540.0,1683547200.0,-2.04,,,,,,,,,,,,,,IRTC
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,10.54,EDT,USD,us_market,America/New_York,False,finmb_31498,-14400000,REGULAR,1.1516304,"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc.",NMS,1989813.0,2083680.0,0.8100004,0.083247736,9.73 - 12.95,-2.4099998,-0.18610038,9.73,12.95,11.191,-0.651,-0.05817175,11.3476,-0.8076,-0.071169235,15,0,False,False,1265207400000.0,2,0.119999886,1679579107,10.42,NasdaqGS,10.54,10.545,10.46 - 10.545,10.46,53547.0,10.3,10.51,18.0,40.0,USD,10.57,0.0,10.979167,0.0,0.96,4.235,2.4887838,Ironwood Pharmaceuticals,1.04,10.134616,154158000.0,1624825344.0,10.23301,2.3 - Buy,,1676554200.0,1683117000.0,1683549000.0,1.03,,,,,,,,,,,,,,IRWD
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,27.63,EDT,USD,us_market,America/New_York,False,finmb_572192894,-14400000,REGULAR,-0.013756145,Invesco RAFI Strategic Develope,Invesco RAFI Strategic Developed ex-US ETF,NGM,246394.0,1091890.0,4.8099995,0.21078,22.82 - 30.61,-2.9800014,-0.09735385,22.82,30.61,28.6464,-1.0164013,-0.035480943,26.8477,0.78229904,0.029138401,15,0,False,False,1536931800000.0,2,-0.0038013458,1679578941,27.6338,NasdaqGM,27.63,27.72,27.63 - 27.72,27.63,282.0,27.5,27.78,9.0,32.0,,27.62,,9.793133,,2.8213646,,,,,,,,,,1546214400.0,,,,,,2.88086,2.95753,2.95753,,,,,,,,,,ISDX
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,23.3,EDT,USD,us_market,America/New_York,False,finmb_36274487,-14400000,REGULAR,2.9151938,"IVERIC bio, Inc.","IVERIC bio, Inc.",NMS,2440828.0,2468950.0,14.449999,1.6327682,8.85 - 26.35,-3.0500011,-0.11574957,8.85,26.35,21.8062,1.4937992,0.06850342,17.7658,5.5341988,0.31150854,15,0,False,False,1380115800000.0,2,0.65999985,1679579105,22.64,NasdaqGS,23.3,23.3,22.73 - 23.3,22.73,36664.0,22.72,23.0,10.0,10.0,USD,23.34,0.0,,0.0,-1.44,3.913,5.95451,IVERIC bio,-1.78,-13.089888,137122000.0,3194942464.0,-17.78626,1.7 - Buy,,1677675600.0,1683030600.0,1683549000.0,-1.31,,,,,,,,,,,,,,ISEE
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,23.575,EDT,USD,us_market,America/New_York,False,finmb_572192892,-14400000,REGULAR,0.0,Invesco RAFI Strategic Emerging,Invesco RAFI Strategic Emerging Markets ETF,NGM,33791.0,112860.0,5.1450005,0.27916443,18.43 - 26.5,-2.9249992,-0.11037733,18.43,26.5,24.2976,-0.722599,-0.029739523,22.6786,0.89640045,0.03952627,15,0,False,False,1536845400000.0,2,0.0,1679507340,23.575,NasdaqGM,23.575,23.575,23.53 - 23.575,23.53,25.0,23.48,23.69,10.0,10.0,,23.54,0.0,7.01697,0.0,3.3597124,,,,,,,,,,1546214400.0,,,,,,4.04346,4.65545,4.65545,,,,,,,,,,ISEM
en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,70.68,EDT,USD,us_market,America/New_York,False,finmb_52412532,-14400000,REGULAR,0.4262618,iShares 1-3 Year International ,iShares 1-3 Year International Treasury Bond ETF,NGM,5464.0,4240.0,7.420002,0.117293745,63.26 - 75.8,-5.1200027,-0.06754621,63.26,75.8,69.7206,0.959404,0.013760697,68.14415,2.5358505,0.037213035,15,0,False,False,1233153000000.0,2,0.30000305,1679578202,70.38,NasdaqGM,70.68,70.68,70.68 - 70.68,70.68,1133.0,70.61,71.38,8.0,8.0,,69.88,,,,,,,,,,,,,,1438905600.0,,,,,,1.13522,1.86713,1.86713,,,,,,,,,,ISHG
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,25.18,EDT,USD,us_market,America/New_York,False,finmb_374032614,-14400000,REGULAR,0.0,First Trust S-Network E-Commerc,First Trust S-Network Global E-Commerce ETF,NGM,1201.0,2460.0,5.380001,0.27171725,19.8 - 33.09,-7.91,-0.23904502,19.8,33.09,26.22568,-1.0456791,-0.039872337,24.500725,0.6792755,0.027724711,15,0,False,False,1476192600000.0,2,0.0,1679335411,25.18,NasdaqGM,25.18,25.18,25.18 - 25.18,25.18,3.0,24.55,27.05,18.0,40.0,,24.9917,,12.2161455,,2.0612066,,,,,,,,,,,,,,,,5.22357,7.57681,7.57681,,,,,,,,,,ISHP
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,7.96,EDT,USD,us_market,America/New_York,False,finmb_344059,-14400000,REGULAR,0.0,"Insignia Systems, Inc.","Insignia Systems, Inc.",NCM,5545.0,3670.0,2.48,0.45255473,5.48 - 14.47,-6.51,-0.44989634,5.48,14.47,8.8934,-0.93340015,-0.10495425,8.01765,-0.057649612,-0.0071903383,15,0,False,False,677856600000.0,2,0.0,1679514810,7.96,NasdaqCM,7.96,8.0,7.96 - 8.0,7.96,6.0,8.0,8.28,9.0,12.0,USD,8.6206,0.0,1.5426357,0.0,5.16,7.457,1.0674534,Insignia Systems,,,1797660.0,14309374.0,,,1609718400.0,1678136400.0,1683576000.0,1683921600.0,,,,,,,,,,,,,,,ISIG
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.7616,EDT,USD,us_market,America/New_York,False,finmb_269296242,-14400000,REGULAR,0.0,IsoPlexis Corporation,IsoPlexis Corporation,NMS,98140.0,28953.0,0.16150004,0.2691219,0.6001 - 4.0399,-3.2782998,-0.81148046,0.6001,4.0399,1.112322,-0.35072196,-0.31530616,1.7597705,-0.9981705,-0.5672163,15,0,False,False,1633699800000.0,4,0.0,1679342405,0.7616,NasdaqGS,0.7616,0.7899,0.6012 - 0.7899,0.6012,111017.0,0.7101,0.7699,8.0,10.0,USD,0.71,0.0,,0.0,-2.55,1.04,0.73230773,IsoPlexis,-1.47,-0.51809525,39763100.0,30283578.0,-0.64542377,3.0 - Hold,,1668087000.0,1668087000.0,1668087000.0,-1.18,2021-10-08,,,,,,,,,,,,,ISO
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,1.26,EDT,USD,us_market,America/New_York,False,finmb_217734917,-14400000,REGULAR,0.0,iSpecimen Inc.,iSpecimen Inc.,NCM,14889.0,9490.0,0.09000003,0.07692311,1.17 - 5.7,-4.4399996,-0.7789473,1.17,5.7,1.55652,-0.29652,-0.19050188,1.84993,-0.58993006,-0.31889316,15,0,False,False,1623936600000.0,4,0.0,1679515162,1.26,NasdaqCM,1.26,1.26,1.22 - 1.26,1.22,59.0,0.8888,1.45,9.0,14.0,USD,1.29,0.0,,0.0,-1.16,2.275,0.5538461,iSpecimen,-1.29,-0.97674423,9016560.0,11360866.0,-1.1454545,2.0 - Buy,,1678797000.0,1678797000.0,1678797000.0,-1.1,2021-06-17,,,,,,,,,,,,,ISPC
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.95,EDT,USD,us_market,America/New_York,False,finmb_127475469,-14400000,REGULAR,-1.0416657,Inspirato Incorporated,Inspirato Incorporated,NGM,273815.0,256830.0,0.0,0.0,0.95 - 10.8,-9.85,-0.9120371,0.95,10.8,1.18504,-0.23504001,-0.1983393,2.53896,-1.5889599,-0.625831,15,0,False,False,1612881000000.0,4,-0.00999999,1679578202,0.96,NasdaqGM,0.95,0.95,0.95 - 0.95,0.95,802.0,0.7001,1.0,29.0,8.0,USD,0.9787,0.0,,0.0,-0.43,0.187,5.0802135,Thayer Ventures,-0.38,-2.5,66697000.0,63362148.0,-2.7142856,2.8 - Hold,,1678978800.0,1683629940.0,1684152000.0,-0.35,,,,,Thayer Ventures Acquisition Corporation,2023-03-22,,,,,,,,ISPO
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,0.09,EDT,USD,us_market,America/New_York,False,finmb_127475469,-14400000,REGULAR,-9.999998,,Inspirato Incorporated,NGM,20366.0,19290.0,0.036000002,0.6666667,0.054 - 2.32,-2.23,-0.9612069,0.054,2.32,0.10226,-0.012259997,-0.11989045,0.30169,-0.21169001,-0.70168054,15,0,False,False,1612881000000.0,4,-0.009999998,1679503160,0.1,NasdaqGM,0.09,0.1,0.09 - 0.1,0.09,2250.0,0.072,0.144,30.0,8.0,USD,0.1,0.0,,0.0,-19.054,-165.116,-0.0005450714,Thayer Ventures,,,,,,,,,,,,,,,,,,,,,,,,,ISPOW
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,244.03,EDT,USD,us_market,America/New_York,False,finmb_30239,-14400000,REGULAR,1.3371543,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",NMS,1643644.0,1628130.0,63.95999,0.35519513,180.07 - 308.97,-64.94,-0.21018222,180.07,308.97,243.4796,0.5503998,0.002260558,231.3982,12.631805,0.05458904,15,0,False,False,961162200000.0,2,3.2200012,1679579121,240.81,NasdaqGS,244.03,244.95,243.11 - 244.95,243.11,76127.0,243.53,244.15,13.0,8.0,USD,245.44,0.0,66.3125,0.0,3.68,31.548,7.735197,Intuitive Surgical,5.32,45.8703,350256992.0,85473214464.0,39.107372,2.2 - Buy,,1681849800.0,1681849800.0,1681849800.0,6.24,,,,,,,,,,,,,,ISRG
